,covid_hospital_admissions_per_100k,covid_cases_per_100k,doses_per_100k,case_rate_per_100k,death_rate_per_100k,clusters,cluster
437,1.9,16.38,215187.0,29613.0,408.0,2,dark purple
438,1.9,24.86,215187.0,29613.0,408.0,2,dark purple
439,1.0,9.57,215187.0,29613.0,408.0,2,dark purple
440,1.0,28.96,215187.0,29613.0,408.0,2,dark purple
441,1.0,24.8,215187.0,29613.0,408.0,2,dark purple
442,1.0,0.0,215187.0,29613.0,408.0,2,dark purple
443,0.3,11.45,215187.0,29613.0,408.0,2,dark purple
444,0.3,8.8,215187.0,29613.0,408.0,2,dark purple
445,0.3,9.3,215187.0,29613.0,408.0,2,dark purple
446,0.3,4.2,215187.0,29613.0,408.0,2,dark purple
447,0.0,36.81,215187.0,29613.0,408.0,2,dark purple
448,0.0,6.73,215187.0,29613.0,408.0,2,dark purple
449,0.0,10.28,215187.0,29613.0,408.0,2,dark purple
450,3.6,0.0,215187.0,29613.0,408.0,2,dark purple
451,3.6,5.28,215187.0,29613.0,408.0,2,dark purple
452,2.0,22.33,215187.0,29613.0,408.0,2,dark purple
453,2.0,51.88,215187.0,29613.0,408.0,2,dark purple
454,2.0,20.29,215187.0,29613.0,408.0,2,dark purple
455,2.0,31.51,215187.0,29613.0,408.0,2,dark purple
456,2.0,25.05,215187.0,29613.0,408.0,2,dark purple
457,2.0,55.58,215187.0,29613.0,408.0,2,dark purple
458,2.0,33.06,215187.0,29613.0,408.0,2,dark purple
459,2.0,18.99,215187.0,29613.0,408.0,2,dark purple
460,0.8,36.99,215187.0,29613.0,408.0,2,dark purple
461,0.8,22.93,215187.0,29613.0,408.0,2,dark purple
462,0.8,20.48,215187.0,29613.0,408.0,2,dark purple
463,0.8,15.05,215187.0,29613.0,408.0,2,dark purple
464,1.0,8.8,215187.0,29613.0,408.0,2,dark purple
465,1.0,21.05,215187.0,29613.0,408.0,2,dark purple
466,0.0,13.44,215187.0,29613.0,408.0,2,dark purple
467,0.0,11.21,215187.0,29613.0,408.0,2,dark purple
468,0.0,5.3,215187.0,29613.0,408.0,2,dark purple
469,0.0,19.28,215187.0,29613.0,408.0,2,dark purple
470,1.0,0.0,215187.0,29613.0,408.0,2,dark purple
471,1.0,37.51,215187.0,29613.0,408.0,2,dark purple
472,1.0,16.25,215187.0,29613.0,408.0,2,dark purple
473,2.4,13.8,215187.0,29613.0,408.0,2,dark purple
474,0.3,48.33,215187.0,29613.0,408.0,2,dark purple
475,0.3,10.8,215187.0,29613.0,408.0,2,dark purple
476,0.3,3.02,215187.0,29613.0,408.0,2,dark purple
477,0.3,24.28,215187.0,29613.0,408.0,2,dark purple
478,0.3,9.9,215187.0,29613.0,408.0,2,dark purple
479,0.3,14.52,215187.0,29613.0,408.0,2,dark purple
480,0.3,20.56,215187.0,29613.0,408.0,2,dark purple
481,1.9,5.08,215187.0,29613.0,408.0,2,dark purple
482,1.9,0.0,215187.0,29613.0,408.0,2,dark purple
483,1.9,55.03,215187.0,29613.0,408.0,2,dark purple
484,1.9,0.0,215187.0,29613.0,408.0,2,dark purple
485,1.9,29.57,215187.0,29613.0,408.0,2,dark purple
486,0.3,99.74,215187.0,29613.0,408.0,2,dark purple
487,0.3,15.19,215187.0,29613.0,408.0,2,dark purple
488,0.3,39.64,215187.0,29613.0,408.0,2,dark purple
489,0.3,5.53,215187.0,29613.0,408.0,2,dark purple
490,1.1,0.0,215187.0,29613.0,408.0,2,dark purple
491,1.1,8.05,215187.0,29613.0,408.0,2,dark purple
492,0.0,14.49,215187.0,29613.0,408.0,2,dark purple
493,2.9,7.56,215187.0,29613.0,408.0,2,dark purple
494,2.9,4.05,215187.0,29613.0,408.0,2,dark purple
495,2.9,0.0,215187.0,29613.0,408.0,2,dark purple
496,2.9,11.42,215187.0,29613.0,408.0,2,dark purple
497,2.9,13.37,215187.0,29613.0,408.0,2,dark purple
498,2.9,14.24,215187.0,29613.0,408.0,2,dark purple
499,0.7,25.07,215187.0,29613.0,408.0,2,dark purple
500,0.7,24.3,215187.0,29613.0,408.0,2,dark purple
501,2.0,23.4,215187.0,29613.0,408.0,2,dark purple
502,2.0,15.19,215187.0,29613.0,408.0,2,dark purple
503,0.3,36.94,215187.0,29613.0,408.0,2,dark purple
504,0.3,21.88,215187.0,29613.0,408.0,2,dark purple
505,0.3,29.73,215187.0,29613.0,408.0,2,dark purple
506,0.3,22.14,215187.0,29613.0,408.0,2,dark purple
507,0.3,30.54,215187.0,29613.0,408.0,2,dark purple
508,0.3,2.93,215187.0,29613.0,408.0,2,dark purple
509,0.3,15.5,215187.0,29613.0,408.0,2,dark purple
510,0.3,6.99,215187.0,29613.0,408.0,2,dark purple
511,0.8,59.4,215187.0,29613.0,408.0,2,dark purple
512,0.8,58.09,215187.0,29613.0,408.0,2,dark purple
513,0.8,51.41,215187.0,29613.0,408.0,2,dark purple
514,0.8,35.8,215187.0,29613.0,408.0,2,dark purple
515,0.8,37.79,215187.0,29613.0,408.0,2,dark purple
516,0.8,120.79,215187.0,29613.0,408.0,2,dark purple
517,0.8,50.78,215187.0,29613.0,408.0,2,dark purple
518,0.0,12.27,215187.0,29613.0,408.0,2,dark purple
519,0.0,13.46,215187.0,29613.0,408.0,2,dark purple
520,0.0,32.19,215187.0,29613.0,408.0,2,dark purple
521,0.0,0.0,215187.0,29613.0,408.0,2,dark purple
522,0.0,30.85,215187.0,29613.0,408.0,2,dark purple
523,8.5,24.06,215187.0,29613.0,408.0,2,dark purple
524,8.5,4.4,215187.0,29613.0,408.0,2,dark purple
525,3.0,25.39,215187.0,29613.0,408.0,2,dark purple
526,3.0,28.7,215187.0,29613.0,408.0,2,dark purple
527,3.0,16.29,215187.0,29613.0,408.0,2,dark purple
528,3.0,22.65,215187.0,29613.0,408.0,2,dark purple
529,0.0,7.24,215187.0,29613.0,408.0,2,dark purple
530,3.3,8.47,215187.0,29613.0,408.0,2,dark purple
531,3.3,0.0,215187.0,29613.0,408.0,2,dark purple
532,3.3,25.53,215187.0,29613.0,408.0,2,dark purple
533,3.3,21.78,215187.0,29613.0,408.0,2,dark purple
534,3.3,0.0,215187.0,29613.0,408.0,2,dark purple
535,1.4,11.42,215187.0,29613.0,408.0,2,dark purple
536,1.4,19.11,215187.0,29613.0,408.0,2,dark purple
537,1.4,20.34,215187.0,29613.0,408.0,2,dark purple
538,1.4,9.44,215187.0,29613.0,408.0,2,dark purple
539,1.4,4.05,215187.0,29613.0,408.0,2,dark purple
540,1.4,5.81,215187.0,29613.0,408.0,2,dark purple
541,1.0,18.76,215187.0,29613.0,408.0,2,dark purple
542,1.0,18.76,215187.0,29613.0,408.0,2,dark purple
543,1.0,15.11,215187.0,29613.0,408.0,2,dark purple
544,0.4,54.6,215187.0,29613.0,408.0,2,dark purple
545,0.4,5.02,215187.0,29613.0,408.0,2,dark purple
546,0.4,0.0,215187.0,29613.0,408.0,2,dark purple
547,0.4,38.21,215187.0,29613.0,408.0,2,dark purple
548,0.0,9.64,215187.0,29613.0,408.0,2,dark purple
549,0.0,86.03,215187.0,29613.0,408.0,2,dark purple
550,0.0,11.21,215187.0,29613.0,408.0,2,dark purple
551,0.0,15.9,215187.0,29613.0,408.0,2,dark purple
552,4.0,10.56,215187.0,29613.0,408.0,2,dark purple
553,4.0,0.0,215187.0,29613.0,408.0,2,dark purple
554,2.1,111.77,215187.0,29613.0,408.0,2,dark purple
555,2.1,15.64,215187.0,29613.0,408.0,2,dark purple
556,2.1,13.4,215187.0,29613.0,408.0,2,dark purple
557,2.1,48.42,215187.0,29613.0,408.0,2,dark purple
558,2.1,39.39,215187.0,29613.0,408.0,2,dark purple
559,2.1,56.27,215187.0,29613.0,408.0,2,dark purple
560,2.1,30.07,215187.0,29613.0,408.0,2,dark purple
561,2.1,55.12,215187.0,29613.0,408.0,2,dark purple
562,3.1,24.86,215187.0,29613.0,408.0,2,dark purple
563,3.1,5.46,215187.0,29613.0,408.0,2,dark purple
564,2.1,34.51,215187.0,29613.0,408.0,2,dark purple
565,6.1,74.55,215187.0,29613.0,408.0,2,dark purple
566,6.1,17.43,215187.0,29613.0,408.0,2,dark purple
567,6.1,38.42,215187.0,29613.0,408.0,2,dark purple
568,18.9,198.0,215187.0,29613.0,408.0,2,dark purple
569,11.5,218.3,215187.0,29613.0,408.0,2,dark purple
570,8.5,336.8,215187.0,29613.0,408.0,2,dark purple
571,16.9,148.17,215187.0,29613.0,408.0,2,dark purple
572,19.3,240.32,215187.0,29613.0,408.0,2,dark purple
573,18.9,297.71,215187.0,29613.0,408.0,2,dark purple
574,8.4,155.47,215187.0,29613.0,408.0,2,dark purple
575,6.5,122.68,215187.0,29613.0,408.0,2,dark purple
576,18.0,209.36,215187.0,29613.0,408.0,2,dark purple
577,5.6,505.08,215187.0,29613.0,408.0,2,dark purple
578,10.5,157.94,215187.0,29613.0,408.0,2,dark purple
579,18.9,195.35,215187.0,29613.0,408.0,2,dark purple
580,8.4,189.1,215187.0,29613.0,408.0,2,dark purple
581,10.3,286.4,215187.0,29613.0,408.0,2,dark purple
582,3.3,237.82,215187.0,29613.0,408.0,2,dark purple
583,11.7,289.67,215187.0,29613.0,408.0,2,dark purple
584,16.9,330.76,215187.0,29613.0,408.0,2,dark purple
585,8.4,241.23,215187.0,29613.0,408.0,2,dark purple
586,18.9,340.08,215187.0,29613.0,408.0,2,dark purple
587,11.7,232.21,215187.0,29613.0,408.0,2,dark purple
588,11.7,176.39,215187.0,29613.0,408.0,2,dark purple
589,8.4,167.96,215187.0,29613.0,408.0,2,dark purple
590,18.9,383.28,215187.0,29613.0,408.0,2,dark purple
591,11.7,337.84,215187.0,29613.0,408.0,2,dark purple
592,4.0,212.39,215187.0,29613.0,408.0,2,dark purple
593,3.3,325.09,215187.0,29613.0,408.0,2,dark purple
594,19.3,114.65,215187.0,29613.0,408.0,2,dark purple
595,8.4,223.2,215187.0,29613.0,408.0,2,dark purple
596,5.6,468.5,215187.0,29613.0,408.0,2,dark purple
597,18.0,289.0,215187.0,29613.0,408.0,2,dark purple
598,15.4,141.4,215187.0,29613.0,408.0,2,dark purple
599,10.8,289.75,215187.0,29613.0,408.0,2,dark purple
600,16.9,262.58,215187.0,29613.0,408.0,2,dark purple
601,10.5,293.28,215187.0,29613.0,408.0,2,dark purple
602,4.0,268.97,215187.0,29613.0,408.0,2,dark purple
603,18.9,199.31,215187.0,29613.0,408.0,2,dark purple
604,5.6,322.42,215187.0,29613.0,408.0,2,dark purple
605,18.0,251.15,215187.0,29613.0,408.0,2,dark purple
606,11.7,144.05,215187.0,29613.0,408.0,2,dark purple
607,8.0,79.43,215187.0,29613.0,408.0,2,dark purple
608,5.8,241.78,215187.0,29613.0,408.0,2,dark purple
609,11.5,93.9,215187.0,29613.0,408.0,2,dark purple
610,8.4,380.15,215187.0,29613.0,408.0,2,dark purple
611,18.0,313.86,215187.0,29613.0,408.0,2,dark purple
612,11.7,340.43,215187.0,29613.0,408.0,2,dark purple
613,8.4,199.51,215187.0,29613.0,408.0,2,dark purple
614,3.3,206.03,215187.0,29613.0,408.0,2,dark purple
615,15.4,259.82,215187.0,29613.0,408.0,2,dark purple
616,4.0,312.78,215187.0,29613.0,408.0,2,dark purple
617,16.9,289.39,215187.0,29613.0,408.0,2,dark purple
618,18.9,318.34,215187.0,29613.0,408.0,2,dark purple
619,8.5,198.05,215187.0,29613.0,408.0,2,dark purple
620,11.7,226.46,215187.0,29613.0,408.0,2,dark purple
621,16.9,280.87,215187.0,29613.0,408.0,2,dark purple
622,25.7,267.38,215187.0,29613.0,408.0,2,dark purple
623,18.0,240.72,215187.0,29613.0,408.0,2,dark purple
624,5.8,234.46,215187.0,29613.0,408.0,2,dark purple
625,18.0,329.46,215187.0,29613.0,408.0,2,dark purple
626,8.4,155.22,215187.0,29613.0,408.0,2,dark purple
627,3.3,298.87,215187.0,29613.0,408.0,2,dark purple
628,15.4,267.63,215187.0,29613.0,408.0,2,dark purple
629,6.5,175.03,215187.0,29613.0,408.0,2,dark purple
630,5.6,190.67,215187.0,29613.0,408.0,2,dark purple
631,11.7,339.62,215187.0,29613.0,408.0,2,dark purple
632,8.0,241.41,215187.0,29613.0,408.0,2,dark purple
633,5.8,253.82,215187.0,29613.0,408.0,2,dark purple
634,4.0,298.85,215187.0,29613.0,408.0,2,dark purple
635,0.0,49.32,215187.0,29613.0,408.0,2,dark purple
636,0.0,26.27,215187.0,29613.0,408.0,2,dark purple
637,0.0,20.48,215187.0,29613.0,408.0,2,dark purple
638,0.0,10.04,215187.0,29613.0,408.0,2,dark purple
639,2.4,6.53,215187.0,29613.0,408.0,2,dark purple
640,2.4,24.12,215187.0,29613.0,408.0,2,dark purple
641,2.4,0.0,215187.0,29613.0,408.0,2,dark purple
642,2.4,6.13,215187.0,29613.0,408.0,2,dark purple
643,2.4,23.29,215187.0,29613.0,408.0,2,dark purple
644,1.3,29.57,215187.0,29613.0,408.0,2,dark purple
645,1.3,11.21,215187.0,29613.0,408.0,2,dark purple
646,1.3,10.6,215187.0,29613.0,408.0,2,dark purple
647,1.3,19.28,215187.0,29613.0,408.0,2,dark purple
648,9.7,13.56,215187.0,29613.0,408.0,2,dark purple
649,9.7,28.31,215187.0,29613.0,408.0,2,dark purple
650,9.7,73.21,215187.0,29613.0,408.0,2,dark purple
651,0.0,3.82,215187.0,29613.0,408.0,2,dark purple
652,0.0,6.84,215187.0,29613.0,408.0,2,dark purple
653,0.0,10.33,215187.0,29613.0,408.0,2,dark purple
654,0.0,8.39,215187.0,29613.0,408.0,2,dark purple
655,1.0,22.67,215187.0,29613.0,408.0,2,dark purple
656,1.0,37.51,215187.0,29613.0,408.0,2,dark purple
657,1.0,11.25,215187.0,29613.0,408.0,2,dark purple
658,4.3,6.13,215187.0,29613.0,408.0,2,dark purple
659,4.3,20.2,215187.0,29613.0,408.0,2,dark purple
660,2.5,12.28,215187.0,29613.0,408.0,2,dark purple
661,2.5,20.25,215187.0,29613.0,408.0,2,dark purple
662,2.5,5.81,215187.0,29613.0,408.0,2,dark purple
663,2.5,26.65,215187.0,29613.0,408.0,2,dark purple
664,2.5,22.93,215187.0,29613.0,408.0,2,dark purple
665,2.5,28.47,215187.0,29613.0,408.0,2,dark purple
666,2.1,32.78,215187.0,29613.0,408.0,2,dark purple
667,2.9,13.41,215187.0,29613.0,408.0,2,dark purple
668,2.9,21.13,215187.0,29613.0,408.0,2,dark purple
669,3.4,41.45,215187.0,29613.0,408.0,2,dark purple
670,3.4,16.29,215187.0,29613.0,408.0,2,dark purple
671,3.4,20.49,215187.0,29613.0,408.0,2,dark purple
672,3.4,0.0,215187.0,29613.0,408.0,2,dark purple
673,5.1,20.57,215187.0,29613.0,408.0,2,dark purple
674,2.0,43.46,215187.0,29613.0,408.0,2,dark purple
675,3.5,10.92,215187.0,29613.0,408.0,2,dark purple
676,3.5,0.0,215187.0,29613.0,408.0,2,dark purple
677,3.4,114.55,215187.0,29613.0,408.0,2,dark purple
678,3.4,26.99,215187.0,29613.0,408.0,2,dark purple
679,3.4,169.11,215187.0,29613.0,408.0,2,dark purple
680,3.4,79.92,215187.0,29613.0,408.0,2,dark purple
681,3.4,79.2,215187.0,29613.0,408.0,2,dark purple
682,3.4,87.13,215187.0,29613.0,408.0,2,dark purple
683,3.4,51.41,215187.0,29613.0,408.0,2,dark purple
684,0.3,87.43,215187.0,29613.0,408.0,2,dark purple
685,0.3,34.64,215187.0,29613.0,408.0,2,dark purple
686,0.3,32.2,215187.0,29613.0,408.0,2,dark purple
687,0.3,16.6,215187.0,29613.0,408.0,2,dark purple
688,0.6,7.94,215187.0,29613.0,408.0,2,dark purple
689,0.6,48.28,215187.0,29613.0,408.0,2,dark purple
690,2.0,44.65,215187.0,29613.0,408.0,2,dark purple
691,2.0,22.48,215187.0,29613.0,408.0,2,dark purple
692,2.0,31.04,215187.0,29613.0,408.0,2,dark purple
693,2.0,36.01,215187.0,29613.0,408.0,2,dark purple
694,2.0,33.86,215187.0,29613.0,408.0,2,dark purple
695,2.0,61.55,215187.0,29613.0,408.0,2,dark purple
696,2.0,9.45,215187.0,29613.0,408.0,2,dark purple
697,2.0,32.4,215187.0,29613.0,408.0,2,dark purple
698,2.3,13.2,215187.0,29613.0,408.0,2,dark purple
699,2.3,12.03,215187.0,29613.0,408.0,2,dark purple
700,0.7,20.89,215187.0,29613.0,408.0,2,dark purple
701,0.7,9.11,215187.0,29613.0,408.0,2,dark purple
702,1.7,14.04,215187.0,29613.0,408.0,2,dark purple
703,1.7,9.65,215187.0,29613.0,408.0,2,dark purple
704,1.7,12.7,215187.0,29613.0,408.0,2,dark purple
705,1.7,0.0,215187.0,29613.0,408.0,2,dark purple
706,1.7,32.25,215187.0,29613.0,408.0,2,dark purple
707,1.8,32.22,215187.0,29613.0,408.0,2,dark purple
708,1.8,21.59,215187.0,29613.0,408.0,2,dark purple
709,1.8,57.38,215187.0,29613.0,408.0,2,dark purple
710,1.8,36.65,215187.0,29613.0,408.0,2,dark purple
711,1.8,0.0,215187.0,29613.0,408.0,2,dark purple
712,1.8,79.87,215187.0,29613.0,408.0,2,dark purple
713,1.8,51.41,215187.0,29613.0,408.0,2,dark purple
714,0.0,8.07,215187.0,29613.0,408.0,2,dark purple
715,0.0,11.21,215187.0,29613.0,408.0,2,dark purple
716,0.0,0.0,215187.0,29613.0,408.0,2,dark purple
717,0.0,9.64,215187.0,29613.0,408.0,2,dark purple
718,0.7,6.71,215187.0,29613.0,408.0,2,dark purple
719,0.7,18.49,215187.0,29613.0,408.0,2,dark purple
720,5.1,15.43,215187.0,29613.0,408.0,2,dark purple
721,1.1,0.0,215187.0,29613.0,408.0,2,dark purple
722,1.1,16.09,215187.0,29613.0,408.0,2,dark purple
723,0.0,30.22,215187.0,29613.0,408.0,2,dark purple
724,0.0,9.38,215187.0,29613.0,408.0,2,dark purple
725,0.0,17.5,215187.0,29613.0,408.0,2,dark purple
726,0.0,0.0,215187.0,29613.0,408.0,2,dark purple
727,0.0,23.56,215187.0,29613.0,408.0,2,dark purple
728,2.0,57.39,215187.0,29613.0,408.0,2,dark purple
729,2.0,19.91,215187.0,29613.0,408.0,2,dark purple
730,2.0,19.41,215187.0,29613.0,408.0,2,dark purple
731,2.0,16.93,215187.0,29613.0,408.0,2,dark purple
732,2.5,35.89,215187.0,29613.0,408.0,2,dark purple
733,2.5,28.36,215187.0,29613.0,408.0,2,dark purple
734,2.5,0.0,215187.0,29613.0,408.0,2,dark purple
735,2.5,34.26,215187.0,29613.0,408.0,2,dark purple
736,2.5,28.66,215187.0,29613.0,408.0,2,dark purple
737,2.5,42.71,215187.0,29613.0,408.0,2,dark purple
738,0.4,47.78,215187.0,29613.0,408.0,2,dark purple
739,0.4,15.05,215187.0,29613.0,408.0,2,dark purple
740,0.4,0.0,215187.0,29613.0,408.0,2,dark purple
741,0.4,35.35,215187.0,29613.0,408.0,2,dark purple
742,0.7,6.07,215187.0,29613.0,408.0,2,dark purple
743,0.7,27.57,215187.0,29613.0,408.0,2,dark purple
744,2.0,15.74,215187.0,29613.0,408.0,2,dark purple
745,2.0,33.52,215187.0,29613.0,408.0,2,dark purple
746,2.0,22.33,215187.0,29613.0,408.0,2,dark purple
747,2.0,12.11,215187.0,29613.0,408.0,2,dark purple
748,2.0,34.62,215187.0,29613.0,408.0,2,dark purple
749,2.0,18.01,215187.0,29613.0,408.0,2,dark purple
750,2.0,44.19,215187.0,29613.0,408.0,2,dark purple
751,2.0,47.77,215187.0,29613.0,408.0,2,dark purple
752,3.2,58.01,215187.0,29613.0,408.0,2,dark purple
753,3.2,111.92,215187.0,29613.0,408.0,2,dark purple
754,0.7,14.86,215187.0,29613.0,408.0,2,dark purple
755,0.7,33.21,215187.0,29613.0,408.0,2,dark purple
756,0.7,32.02,215187.0,29613.0,408.0,2,dark purple
757,0.7,24.31,215187.0,29613.0,408.0,2,dark purple
758,2.0,7.24,215187.0,29613.0,408.0,2,dark purple
759,2.7,10.35,215187.0,29613.0,408.0,2,dark purple
760,1.6,18.04,215187.0,29613.0,408.0,2,dark purple
761,1.6,0.0,215187.0,29613.0,408.0,2,dark purple
762,8.8,60.87,215187.0,29613.0,408.0,2,dark purple
763,8.8,7.75,215187.0,29613.0,408.0,2,dark purple
764,8.8,31.34,215187.0,29613.0,408.0,2,dark purple
765,0.7,13.69,215187.0,29613.0,408.0,2,dark purple
766,0.7,31.0,215187.0,29613.0,408.0,2,dark purple
767,0.7,6.99,215187.0,29613.0,408.0,2,dark purple
768,0.7,3.82,215187.0,29613.0,408.0,2,dark purple
769,2.9,25.4,215187.0,29613.0,408.0,2,dark purple
770,2.9,30.63,215187.0,29613.0,408.0,2,dark purple
771,2.9,50.17,215187.0,29613.0,408.0,2,dark purple
772,2.9,27.35,215187.0,29613.0,408.0,2,dark purple
773,2.9,4.82,215187.0,29613.0,408.0,2,dark purple
774,3.3,45.11,215187.0,29613.0,408.0,2,dark purple
775,3.3,30.81,215187.0,29613.0,408.0,2,dark purple
776,7.2,76.69,215187.0,29613.0,408.0,2,dark purple
777,7.2,15.5,215187.0,29613.0,408.0,2,dark purple
778,7.2,51.56,215187.0,29613.0,408.0,2,dark purple
779,2.5,21.16,215187.0,29613.0,408.0,2,dark purple
780,2.5,6.38,215187.0,29613.0,408.0,2,dark purple
781,2.5,27.15,215187.0,29613.0,408.0,2,dark purple
782,2.5,32.35,215187.0,29613.0,408.0,2,dark purple
783,1.7,6.84,215187.0,29613.0,408.0,2,dark purple
784,1.7,22.73,215187.0,29613.0,408.0,2,dark purple
785,1.7,32.16,215187.0,29613.0,408.0,2,dark purple
786,1.7,30.54,215187.0,29613.0,408.0,2,dark purple
787,0.0,24.14,215187.0,29613.0,408.0,2,dark purple
788,0.0,0.0,215187.0,29613.0,408.0,2,dark purple
789,2.0,23.61,215187.0,29613.0,408.0,2,dark purple
790,2.0,48.04,215187.0,29613.0,408.0,2,dark purple
791,2.0,44.65,215187.0,29613.0,408.0,2,dark purple
792,2.0,27.67,215187.0,29613.0,408.0,2,dark purple
793,2.0,35.81,215187.0,29613.0,408.0,2,dark purple
794,2.0,11.25,215187.0,29613.0,408.0,2,dark purple
795,2.0,55.12,215187.0,29613.0,408.0,2,dark purple
796,2.0,69.36,215187.0,29613.0,408.0,2,dark purple
797,2.2,30.45,215187.0,29613.0,408.0,2,dark purple
798,2.2,45.85,215187.0,29613.0,408.0,2,dark purple
799,2.2,30.51,215187.0,29613.0,408.0,2,dark purple
800,2.2,45.33,215187.0,29613.0,408.0,2,dark purple
801,2.2,24.31,215187.0,29613.0,408.0,2,dark purple
802,2.2,52.31,215187.0,29613.0,408.0,2,dark purple
803,1.8,34.51,215187.0,29613.0,408.0,2,dark purple
804,0.3,0.0,215187.0,29613.0,408.0,2,dark purple
805,0.3,29.04,215187.0,29613.0,408.0,2,dark purple
806,0.3,71.97,215187.0,29613.0,408.0,2,dark purple
807,0.3,25.06,215187.0,29613.0,408.0,2,dark purple
808,0.3,37.79,215187.0,29613.0,408.0,2,dark purple
809,0.3,9.06,215187.0,29613.0,408.0,2,dark purple
810,0.3,52.98,215187.0,29613.0,408.0,2,dark purple
811,0.0,19.28,215187.0,29613.0,408.0,2,dark purple
812,0.0,18.82,215187.0,29613.0,408.0,2,dark purple
813,0.0,11.21,215187.0,29613.0,408.0,2,dark purple
814,0.0,21.21,215187.0,29613.0,408.0,2,dark purple
815,0.0,0.0,215187.0,29613.0,408.0,2,dark purple
816,0.0,50.49,215187.0,29613.0,408.0,2,dark purple
817,0.4,68.25,215187.0,29613.0,408.0,2,dark purple
818,0.4,25.09,215187.0,29613.0,408.0,2,dark purple
819,0.4,12.33,215187.0,29613.0,408.0,2,dark purple
820,0.4,41.08,215187.0,29613.0,408.0,2,dark purple
821,3.5,0.0,215187.0,29613.0,408.0,2,dark purple
822,3.5,35.49,215187.0,29613.0,408.0,2,dark purple
823,0.4,22.01,215187.0,29613.0,408.0,2,dark purple
824,0.4,13.41,215187.0,29613.0,408.0,2,dark purple
825,5.2,21.26,215187.0,29613.0,408.0,2,dark purple
826,5.2,37.6,215187.0,29613.0,408.0,2,dark purple
827,0.0,32.2,215187.0,29613.0,408.0,2,dark purple
828,0.0,38.74,215187.0,29613.0,408.0,2,dark purple
829,0.0,29.55,215187.0,29613.0,408.0,2,dark purple
830,0.0,41.93,215187.0,29613.0,408.0,2,dark purple
831,1.9,46.89,215187.0,29613.0,408.0,2,dark purple
832,1.9,41.26,215187.0,29613.0,408.0,2,dark purple
833,1.9,22.67,215187.0,29613.0,408.0,2,dark purple
834,0.0,5.14,215187.0,29613.0,408.0,2,dark purple
835,0.0,79.68,215187.0,29613.0,408.0,2,dark purple
836,0.0,89.1,215187.0,29613.0,408.0,2,dark purple
837,3.6,48.41,215187.0,29613.0,408.0,2,dark purple
838,2.6,33.08,215187.0,29613.0,408.0,2,dark purple
839,2.4,21.17,215187.0,29613.0,408.0,2,dark purple
840,4.2,16.57,215187.0,29613.0,408.0,2,dark purple
841,0.0,43.57,215187.0,29613.0,408.0,2,dark purple
842,1.7,16.62,215187.0,29613.0,408.0,2,dark purple
843,4.3,30.67,215187.0,29613.0,408.0,2,dark purple
844,2.9,30.45,215187.0,29613.0,408.0,2,dark purple
845,2.8,40.95,215187.0,29613.0,408.0,2,dark purple
846,2.6,39.48,215187.0,29613.0,408.0,2,dark purple
847,0.0,30.85,215187.0,29613.0,408.0,2,dark purple
848,1.7,46.5,215187.0,29613.0,408.0,2,dark purple
849,2.7,18.98,215187.0,29613.0,408.0,2,dark purple
850,1.6,59.45,215187.0,29613.0,408.0,2,dark purple
851,4.3,26.76,215187.0,29613.0,408.0,2,dark purple
852,2.4,18.38,215187.0,29613.0,408.0,2,dark purple
853,1.0,16.93,215187.0,29613.0,408.0,2,dark purple
854,2.2,917.36,215187.0,29613.0,408.0,2,dark purple
855,2.2,410.76,215187.0,29613.0,408.0,2,dark purple
856,2.2,803.3,215187.0,29613.0,408.0,2,dark purple
857,2.2,605.39,215187.0,29613.0,408.0,2,dark purple
858,2.2,733.21,215187.0,29613.0,408.0,2,dark purple
859,2.2,703.28,215187.0,29613.0,408.0,2,dark purple
860,3.0,20.7,215187.0,29613.0,408.0,2,dark purple
861,0.0,38.56,215187.0,29613.0,408.0,2,dark purple
862,0.0,51.08,215187.0,29613.0,408.0,2,dark purple
863,0.0,0.0,215187.0,29613.0,408.0,2,dark purple
864,0.0,42.41,215187.0,29613.0,408.0,2,dark purple
865,10.6,20.38,215187.0,29613.0,408.0,2,dark purple
866,10.6,15.5,215187.0,29613.0,408.0,2,dark purple
867,10.6,25.27,215187.0,29613.0,408.0,2,dark purple
868,1.1,40.23,215187.0,29613.0,408.0,2,dark purple
869,1.1,15.89,215187.0,29613.0,408.0,2,dark purple
870,1.6,131.23,215187.0,29613.0,408.0,2,dark purple
871,1.6,6.13,215187.0,29613.0,408.0,2,dark purple
872,1.6,21.5,215187.0,29613.0,408.0,2,dark purple
873,1.6,6.05,215187.0,29613.0,408.0,2,dark purple
874,1.6,4.82,215187.0,29613.0,408.0,2,dark purple
875,2.2,11.42,215187.0,29613.0,408.0,2,dark purple
876,2.2,21.02,215187.0,29613.0,408.0,2,dark purple
877,2.2,10.17,215187.0,29613.0,408.0,2,dark purple
878,2.2,18.89,215187.0,29613.0,408.0,2,dark purple
879,2.2,4.05,215187.0,29613.0,408.0,2,dark purple
880,2.2,0.0,215187.0,29613.0,408.0,2,dark purple
881,3.9,41.44,215187.0,29613.0,408.0,2,dark purple
882,3.9,62.78,215187.0,29613.0,408.0,2,dark purple
